claim_id,is_fraud,sequence_length,total_duration,event_sequence
F_332,1,32,89,"['First Notice of Loss', 'First Notice of Loss', 'First Notice of Loss', 'Initial Assessment', 'Parts Ordered', 'Claim Closed', 'Repair Authorization', 'Police Report Filed', 'Police Report Filed', 'Repair Authorization', 'Repair Authorization', 'Repair In Progress', 'Initial Assessment', 'Expert Consultation', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Witness Statement', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Police Report Filed', 'Initial Assessment', 'First Notice of Loss', 'Witness Statement', 'Damage Documentation', 'Parts Ordered', 'Witness Statement', 'First Notice of Loss', 'Initial Assessment', 'Witness Statement', 'Payment Processing']"
F_333,1,32,87,"['First Notice of Loss', 'First Notice of Loss', 'First Notice of Loss', 'Initial Assessment', 'Parts Ordered', 'Claim Closed', 'Repair Authorization', 'Police Report Filed', 'Police Report Filed', 'Repair Authorization', 'Repair Authorization', 'Repair In Progress', 'Initial Assessment', 'Expert Consultation', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Witness Statement', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Police Report Filed', 'Initial Assessment', 'First Notice of Loss', 'Witness Statement', 'Damage Documentation', 'Parts Ordered', 'Witness Statement', 'First Notice of Loss', 'Initial Assessment', 'Witness Statement', 'Payment Processing']"
F_334,1,32,92,"['First Notice of Loss', 'First Notice of Loss', 'First Notice of Loss', 'Initial Assessment', 'Parts Ordered', 'Claim Closed', 'Repair Authorization', 'Police Report Filed', 'Police Report Filed', 'Repair Authorization', 'Repair Authorization', 'Repair In Progress', 'Initial Assessment', 'Expert Consultation', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Witness Statement', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Police Report Filed', 'Initial Assessment', 'First Notice of Loss', 'Witness Statement', 'Damage Documentation', 'Parts Ordered', 'Witness Statement', 'First Notice of Loss', 'Initial Assessment', 'Witness Statement', 'Payment Processing']"
F_335,1,23,67,"['First Notice of Loss', 'Expert Consultation', 'Parts Ordered', 'Police Report Filed', 'Parts Ordered', 'Witness Statement', 'Repair In Progress', 'Claim Closed', 'Police Report Filed', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Expert Consultation', 'First Notice of Loss', 'Payment Processing', 'Police Report Filed', 'First Notice of Loss', 'Payment Processing', 'Final Assessment', 'Initial Assessment', 'Repair Authorization', 'Damage Documentation', 'Claim Closed']"
F_336,1,29,79,"['First Notice of Loss', 'Repair In Progress', 'Initial Assessment', 'Final Assessment', 'First Notice of Loss', 'Expert Consultation', 'Repair Authorization', 'Witness Statement', 'Expert Consultation', 'Parts Ordered', 'Claim Closed', 'Expert Consultation', 'Final Assessment', 'Payment Processing', 'Final Assessment', 'Repair Authorization', 'Claim Closed', 'Initial Assessment', 'Payment Processing', 'First Notice of Loss', 'Repair Authorization', 'Payment Processing', 'Payment Processing', 'Damage Documentation', 'Expert Consultation', 'Expert Consultation', 'Police Report Filed', 'Repair In Progress', 'Payment Processing']"
F_337,1,29,94,"['First Notice of Loss', 'Repair In Progress', 'Initial Assessment', 'Final Assessment', 'First Notice of Loss', 'Expert Consultation', 'Repair Authorization', 'Witness Statement', 'Expert Consultation', 'Parts Ordered', 'Claim Closed', 'Expert Consultation', 'Final Assessment', 'Payment Processing', 'Final Assessment', 'Repair Authorization', 'Claim Closed', 'Initial Assessment', 'Payment Processing', 'First Notice of Loss', 'Repair Authorization', 'Payment Processing', 'Payment Processing', 'Damage Documentation', 'Expert Consultation', 'Expert Consultation', 'Police Report Filed', 'Repair In Progress', 'Payment Processing']"
F_338,1,23,68,"['First Notice of Loss', 'Expert Consultation', 'Parts Ordered', 'Police Report Filed', 'Parts Ordered', 'Witness Statement', 'Repair In Progress', 'Claim Closed', 'Police Report Filed', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Expert Consultation', 'First Notice of Loss', 'Payment Processing', 'Police Report Filed', 'First Notice of Loss', 'Payment Processing', 'Final Assessment', 'Initial Assessment', 'Repair Authorization', 'Damage Documentation', 'Claim Closed']"
F_339,1,23,71,"['First Notice of Loss', 'Expert Consultation', 'Parts Ordered', 'Police Report Filed', 'Parts Ordered', 'Witness Statement', 'Repair In Progress', 'Claim Closed', 'Police Report Filed', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Expert Consultation', 'First Notice of Loss', 'Payment Processing', 'Police Report Filed', 'First Notice of Loss', 'Payment Processing', 'Final Assessment', 'Initial Assessment', 'Repair Authorization', 'Damage Documentation', 'Claim Closed']"
F_340,1,29,86,"['First Notice of Loss', 'Repair In Progress', 'Initial Assessment', 'Final Assessment', 'First Notice of Loss', 'Expert Consultation', 'Repair Authorization', 'Witness Statement', 'Expert Consultation', 'Parts Ordered', 'Claim Closed', 'Expert Consultation', 'Final Assessment', 'Payment Processing', 'Final Assessment', 'Repair Authorization', 'Claim Closed', 'Initial Assessment', 'Payment Processing', 'First Notice of Loss', 'Repair Authorization', 'Payment Processing', 'Payment Processing', 'Damage Documentation', 'Expert Consultation', 'Expert Consultation', 'Police Report Filed', 'Repair In Progress', 'Payment Processing']"
F_341,1,29,95,"['First Notice of Loss', 'Repair In Progress', 'Initial Assessment', 'Final Assessment', 'First Notice of Loss', 'Expert Consultation', 'Repair Authorization', 'Witness Statement', 'Expert Consultation', 'Parts Ordered', 'Claim Closed', 'Expert Consultation', 'Final Assessment', 'Payment Processing', 'Final Assessment', 'Repair Authorization', 'Claim Closed', 'Initial Assessment', 'Payment Processing', 'First Notice of Loss', 'Repair Authorization', 'Payment Processing', 'Payment Processing', 'Damage Documentation', 'Expert Consultation', 'Expert Consultation', 'Police Report Filed', 'Repair In Progress', 'Payment Processing']"
F_342,1,32,96,"['First Notice of Loss', 'First Notice of Loss', 'First Notice of Loss', 'Initial Assessment', 'Parts Ordered', 'Claim Closed', 'Repair Authorization', 'Police Report Filed', 'Police Report Filed', 'Repair Authorization', 'Repair Authorization', 'Repair In Progress', 'Initial Assessment', 'Expert Consultation', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Witness Statement', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Police Report Filed', 'Initial Assessment', 'First Notice of Loss', 'Witness Statement', 'Damage Documentation', 'Parts Ordered', 'Witness Statement', 'First Notice of Loss', 'Initial Assessment', 'Witness Statement', 'Payment Processing']"
F_343,1,30,95,"['First Notice of Loss', 'Repair In Progress', 'Witness Statement', 'Repair In Progress', 'Repair Authorization', 'Damage Documentation', 'Damage Documentation', 'Final Assessment', 'Parts Ordered', 'Damage Documentation', 'Repair Authorization', 'Parts Ordered', 'Damage Documentation', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Repair In Progress', 'Expert Consultation', 'Quality Check', 'Witness Statement', 'Final Assessment', 'Quality Check', 'Witness Statement', 'Payment Processing', 'Initial Assessment', 'Parts Ordered', 'Payment Processing']"
F_344,1,30,95,"['First Notice of Loss', 'Repair In Progress', 'Initial Assessment', 'Final Assessment', 'First Notice of Loss', 'Expert Consultation', 'Repair Authorization', 'Witness Statement', 'Expert Consultation', 'Parts Ordered', 'Claim Closed', 'Expert Consultation', 'Final Assessment', 'Payment Processing', 'Final Assessment', 'Repair Authorization', 'Claim Closed', 'Initial Assessment', 'Payment Processing', 'First Notice of Loss', 'Repair Authorization', 'Payment Processing', 'Payment Processing', 'Damage Documentation', 'Expert Consultation', 'Witness Statement', 'Expert Consultation', 'Police Report Filed', 'Repair In Progress', 'Payment Processing']"
F_345,1,23,67,"['First Notice of Loss', 'Expert Consultation', 'Parts Ordered', 'Police Report Filed', 'Parts Ordered', 'Witness Statement', 'Repair In Progress', 'Claim Closed', 'Police Report Filed', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Expert Consultation', 'First Notice of Loss', 'Payment Processing', 'Police Report Filed', 'First Notice of Loss', 'Payment Processing', 'Final Assessment', 'Initial Assessment', 'Repair Authorization', 'Damage Documentation', 'Claim Closed']"
F_346,1,30,98,"['First Notice of Loss', 'Repair In Progress', 'Witness Statement', 'Repair In Progress', 'Repair Authorization', 'Damage Documentation', 'Damage Documentation', 'Final Assessment', 'Parts Ordered', 'Damage Documentation', 'Repair Authorization', 'Parts Ordered', 'Damage Documentation', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Repair In Progress', 'Expert Consultation', 'Quality Check', 'Witness Statement', 'Final Assessment', 'Quality Check', 'Witness Statement', 'Payment Processing', 'Initial Assessment', 'Parts Ordered', 'Payment Processing']"
F_347,1,30,96,"['First Notice of Loss', 'Repair In Progress', 'Initial Assessment', 'Final Assessment', 'First Notice of Loss', 'Expert Consultation', 'Repair Authorization', 'Witness Statement', 'Expert Consultation', 'Parts Ordered', 'Claim Closed', 'Expert Consultation', 'Final Assessment', 'Payment Processing', 'Final Assessment', 'Repair Authorization', 'Claim Closed', 'Initial Assessment', 'Payment Processing', 'First Notice of Loss', 'Repair Authorization', 'Payment Processing', 'Payment Processing', 'Damage Documentation', 'Expert Consultation', 'Witness Statement', 'Expert Consultation', 'Police Report Filed', 'Repair In Progress', 'Payment Processing']"
F_348,1,30,90,"['First Notice of Loss', 'Repair In Progress', 'Witness Statement', 'Repair In Progress', 'Repair Authorization', 'Damage Documentation', 'Damage Documentation', 'Final Assessment', 'Parts Ordered', 'Damage Documentation', 'Repair Authorization', 'Parts Ordered', 'Damage Documentation', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Repair In Progress', 'Expert Consultation', 'Quality Check', 'Witness Statement', 'Final Assessment', 'Quality Check', 'Witness Statement', 'Payment Processing', 'Initial Assessment', 'Parts Ordered', 'Payment Processing']"
F_349,1,32,110,"['First Notice of Loss', 'First Notice of Loss', 'First Notice of Loss', 'Initial Assessment', 'Parts Ordered', 'Claim Closed', 'Repair Authorization', 'Police Report Filed', 'Police Report Filed', 'Repair Authorization', 'Repair Authorization', 'Repair In Progress', 'Initial Assessment', 'Expert Consultation', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Witness Statement', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Police Report Filed', 'Initial Assessment', 'First Notice of Loss', 'Witness Statement', 'Damage Documentation', 'Parts Ordered', 'Witness Statement', 'First Notice of Loss', 'Initial Assessment', 'Witness Statement', 'Payment Processing']"
F_350,1,31,104,"['First Notice of Loss', 'Repair In Progress', 'Initial Assessment', 'Final Assessment', 'First Notice of Loss', 'Expert Consultation', 'Repair Authorization', 'Witness Statement', 'Expert Consultation', 'Parts Ordered', 'Claim Closed', 'Expert Consultation', 'Final Assessment', 'Payment Processing', 'Final Assessment', 'Repair Authorization', 'Claim Closed', 'Initial Assessment', 'Payment Processing', 'First Notice of Loss', 'Initial Assessment', 'Repair Authorization', 'Payment Processing', 'Payment Processing', 'Damage Documentation', 'Expert Consultation', 'Witness Statement', 'Expert Consultation', 'Police Report Filed', 'Repair In Progress', 'Payment Processing']"
F_351,1,31,96,"['First Notice of Loss', 'Repair In Progress', 'Initial Assessment', 'Final Assessment', 'First Notice of Loss', 'Expert Consultation', 'Repair Authorization', 'Witness Statement', 'Expert Consultation', 'Parts Ordered', 'Claim Closed', 'Expert Consultation', 'Final Assessment', 'Payment Processing', 'Final Assessment', 'Repair Authorization', 'Claim Closed', 'Initial Assessment', 'Payment Processing', 'First Notice of Loss', 'Initial Assessment', 'Repair Authorization', 'Payment Processing', 'Payment Processing', 'Damage Documentation', 'Expert Consultation', 'Witness Statement', 'Expert Consultation', 'Police Report Filed', 'Repair In Progress', 'Payment Processing']"
F_352,1,23,65,"['First Notice of Loss', 'Expert Consultation', 'Parts Ordered', 'Police Report Filed', 'Parts Ordered', 'Witness Statement', 'Repair In Progress', 'Claim Closed', 'Police Report Filed', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Expert Consultation', 'First Notice of Loss', 'Payment Processing', 'Police Report Filed', 'First Notice of Loss', 'Payment Processing', 'Final Assessment', 'Initial Assessment', 'Repair Authorization', 'Damage Documentation', 'Claim Closed']"
F_353,1,30,97,"['First Notice of Loss', 'Repair In Progress', 'Witness Statement', 'Repair In Progress', 'Repair Authorization', 'Damage Documentation', 'Damage Documentation', 'Final Assessment', 'Parts Ordered', 'Damage Documentation', 'Repair Authorization', 'Parts Ordered', 'Damage Documentation', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Expert Consultation', 'Quality Check', 'Final Assessment', 'Repair In Progress', 'Expert Consultation', 'Quality Check', 'Witness Statement', 'Final Assessment', 'Quality Check', 'Witness Statement', 'Payment Processing', 'Initial Assessment', 'Parts Ordered', 'Payment Processing']"
F_354,1,24,58,"['First Notice of Loss', 'Parts Ordered', 'Expert Consultation', 'Parts Ordered', 'Police Report Filed', 'Parts Ordered', 'Witness Statement', 'Repair In Progress', 'Claim Closed', 'Police Report Filed', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Expert Consultation', 'First Notice of Loss', 'Payment Processing', 'Police Report Filed', 'First Notice of Loss', 'Payment Processing', 'Final Assessment', 'Initial Assessment', 'Repair Authorization', 'Damage Documentation', 'Claim Closed']"
F_355,1,33,89,"['First Notice of Loss', 'First Notice of Loss', 'Witness Statement', 'First Notice of Loss', 'Initial Assessment', 'Parts Ordered', 'Claim Closed', 'Repair Authorization', 'Police Report Filed', 'Police Report Filed', 'Repair Authorization', 'Repair Authorization', 'Repair In Progress', 'Initial Assessment', 'Expert Consultation', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Witness Statement', 'Parts Ordered', 'Claim Closed', 'Witness Statement', 'Police Report Filed', 'Initial Assessment', 'First Notice of Loss', 'Witness Statement', 'Damage Documentation', 'Parts Ordered', 'Witness Statement', 'First Notice of Loss', 'Initial Assessment', 'Witness Statement', 'Payment Processing']"
